GT,MTurk_Label,dataset,image,x,y
1,1,C_M1_T1_7,img_2430.jpg,497.6597290039063,237.3797912597656
1,1,C_M1_T1_7,img_2475.jpg,500.0604553222656,216.38900756835935
1,1,C_M1_T1_7,img_2520.jpg,506.2742614746094,161.5270233154297
0,0,C_M1_T1_7,img_2565.jpg,511.9768981933594,220.2276153564453
1,1,C_M1_T1_7,img_2610.jpg,498.3870544433594,226.5867156982422
1,1,C_M1_T1_7,img_2655.jpg,516.50634765625,243.62777709960935
1,1,C_M1_T1_7,img_2700.jpg,431.4659118652344,258.209716796875
1,1,C_M1_T1_7,img_2745.jpg,416.134521484375,203.48141479492188
1,1,C_M1_T1_7,img_2790.jpg,461.9929504394531,222.3673858642578
1,1,C_M1_T1_7,img_2835.jpg,547.4744262695312,215.14112854003903
1,1,C_M1_T1_7,img_2880.jpg,505.6901245117188,181.09329223632807
1,1,C_M1_T1_7,img_2925.jpg,509.7650451660156,174.06517028808594
1,1,C_M1_T1_7,img_2970.jpg,551.6206665039062,268.488037109375
0,0,C_M1_T1_3,img_0.jpg,481.089599609375,255.0077362060547
0,0,C_M1_T1_3,img_45.jpg,478.1401062011719,246.3055419921875
1,0,C_M1_T1_3,img_90.jpg,461.7627258300781,293.1026611328125
1,1,C_M1_T1_3,img_135.jpg,478.93267822265625,246.00323486328125
1,1,C_M1_T1_3,img_180.jpg,451.7603454589844,252.16384887695312
1,1,C_M1_T1_3,img_225.jpg,495.1232604980469,240.2730255126953
1,1,C_M1_T1_3,img_270.jpg,496.3660888671875,243.4973602294922
1,1,C_M1_T1_3,img_315.jpg,499.0270080566406,225.8846435546875
0,0,C_M1_T1_3,img_360.jpg,496.4528198242188,273.6263122558594
1,1,C_M1_T1_3,img_405.jpg,483.6475524902344,279.7259826660156
1,1,C_M1_T1_3,img_450.jpg,524.6154174804688,222.17388916015625
1,1,C_M1_T1_3,img_495.jpg,475.9498291015625,206.84005737304688
1,1,C_M1_T1_3,img_540.jpg,489.5390625,252.4219207763672
1,1,C_M1_T1_3,img_585.jpg,478.1669921875,254.39540100097656
0,1,C_M1_T1_3,img_630.jpg,469.3258972167969,260.0981750488281
1,1,C_M1_T1_3,img_675.jpg,478.9259338378906,274.753173828125
1,1,C_M1_T1_3,img_720.jpg,499.21630859375,235.4085998535156
1,1,C_M1_T1_3,img_765.jpg,505.84808349609375,254.65988159179688
1,1,C_M1_T1_3,img_810.jpg,523.1580200195312,253.22531127929688
0,0,C_M1_T1_3,img_855.jpg,487.3648376464844,265.02783203125
1,1,C_M1_T1_3,img_900.jpg,539.533447265625,267.00201416015625
1,1,C_M1_T1_3,img_945.jpg,538.73828125,234.4303741455078
1,1,C_M1_T1_3,img_990.jpg,542.6243286132812,206.0321350097656
1,1,C_M1_T1_3,img_1035.jpg,533.8255615234375,210.3914031982422
1,0,C_M1_T1_3,img_1080.jpg,456.3846740722656,284.5216979980469
1,1,C_M1_T1_3,img_1125.jpg,489.5121765136719,222.266845703125
1,1,C_M1_T1_3,img_1170.jpg,460.0936279296875,219.8329925537109
1,1,C_M1_T1_3,img_1215.jpg,477.32220458984375,237.71975708007807
0,0,C_M1_T1_3,img_1260.jpg,482.8619384765625,267.4572448730469
1,1,C_M1_T1_3,img_1305.jpg,491.62255859375,310.912841796875
1,1,C_M1_T1_3,img_1350.jpg,500.1423645019531,206.71405029296875
1,1,C_M1_T1_3,img_1395.jpg,503.0828857421875,239.56529235839844
1,1,C_M1_T1_3,img_1440.jpg,483.2419128417969,256.1752624511719
1,1,C_M1_T1_3,img_1485.jpg,489.9171142578125,206.1435394287109
1,1,C_M1_T1_3,img_1530.jpg,488.2701416015625,194.3165740966797
1,1,C_M1_T1_3,img_1575.jpg,514.2291259765625,214.25653076171875
0,0,C_M1_T1_3,img_1620.jpg,484.1706237792969,281.427001953125
1,1,C_M1_T1_3,img_1665.jpg,474.78131103515625,286.8417358398437
1,1,C_M1_T1_3,img_1710.jpg,511.5943298339844,282.5094909667969
1,1,C_M1_T1_3,img_1755.jpg,446.6115417480469,275.9817810058594
1,0,C_M1_T1_3,img_1800.jpg,479.4615478515625,305.29803466796875
1,1,C_M1_T1_3,img_1845.jpg,522.794189453125,247.9728546142578
1,1,C_M1_T1_3,img_1890.jpg,477.6458129882813,231.6768035888672
0,0,C_M1_T1_3,img_1935.jpg,499.8694152832031,274.55401611328125
1,1,C_M1_T1_3,img_1980.jpg,495.9483337402344,244.7520446777344
1,1,C_M1_T1_3,img_2025.jpg,542.4551391601562,262.8671875
0,0,C_M1_T1_3,img_2070.jpg,490.3439025878906,265.7296447753906
1,1,C_M1_T1_3,img_2115.jpg,480.8668518066406,292.05859375
1,1,C_M1_T1_3,img_2160.jpg,527.9240112304688,201.7110290527344
1,1,C_M1_T1_3,img_2205.jpg,506.5208129882813,205.9373779296875
1,1,C_M1_T1_3,img_2250.jpg,532.72216796875,221.57424926757807
1,1,C_M1_T1_3,img_2295.jpg,444.0311584472656,214.0752410888672
0,0,C_M1_T1_3,img_2340.jpg,475.8494567871094,248.82827758789065
1,1,C_M1_T1_3,img_2385.jpg,488.0353393554688,289.7415771484375
1,1,C_M1_T1_3,img_2430.jpg,437.6290283203125,320.4815979003906
1,1,C_M1_T1_3,img_2475.jpg,427.9479675292969,246.71026611328125
0,0,C_M1_T1_3,img_2520.jpg,474.8071899414063,197.4290313720703
1,1,C_M1_T1_3,img_2565.jpg,486.93756103515625,252.45616149902344
1,1,C_M1_T1_3,img_2610.jpg,481.3775939941406,205.1195526123047
1,1,C_M1_T1_3,img_2655.jpg,490.1773071289063,205.15040588378903
1,1,C_M1_T1_3,img_2700.jpg,528.4491577148438,216.91107177734372
1,1,C_M1_T1_3,img_2745.jpg,470.3091125488281,300.1951599121094
1,1,C_M1_T1_3,img_2790.jpg,532.8380126953125,240.41537475585935
1,1,C_M1_T1_3,img_2835.jpg,449.0668029785156,238.8903961181641
1,1,C_M1_T1_3,img_2880.jpg,496.2273864746094,241.4728240966797
0,0,C_M1_T1_3,img_2925.jpg,492.4475402832031,258.2255249023437
1,1,C_M1_T1_3,img_2970.jpg,477.2937316894531,281.23828125
0,0,C_M1_T1_6,img_0.jpg,486.8645324707031,249.7405548095703
0,0,C_M1_T1_6,img_45.jpg,479.0804443359375,233.84580993652344
0,0,C_M1_T1_6,img_90.jpg,522.2049560546875,212.99595642089844
0,1,C_M1_T1_6,img_135.jpg,526.09765625,260.6313781738281
1,1,C_M1_T1_6,img_180.jpg,517.1923828125,321.7693176269531
1,1,C_M1_T1_6,img_225.jpg,444.8477478027344,266.66217041015625
1,0,C_M1_T1_6,img_270.jpg,436.03228759765625,207.0379638671875
0,0,C_M1_T1_6,img_315.jpg,473.3103332519531,222.4669647216797
1,1,C_M1_T1_6,img_360.jpg,491.9118957519531,271.7408142089844
1,1,C_M1_T1_6,img_405.jpg,476.0925903320313,304.131103515625
1,1,C_M1_T1_6,img_450.jpg,487.9664306640625,221.29827880859372
1,1,C_M1_T1_6,img_495.jpg,480.0856018066406,231.873046875
1,1,C_M1_T1_6,img_540.jpg,457.5126953125,224.06549072265625
1,1,C_M1_T1_6,img_585.jpg,497.52740478515625,217.64405822753903
1,1,C_M1_T1_6,img_630.jpg,495.9374084472656,263.26580810546875
1,1,C_M1_T1_6,img_675.jpg,495.7505493164063,191.20394897460935
1,1,C_M1_T1_6,img_720.jpg,479.9326477050781,240.7415771484375
0,0,C_M1_T1_6,img_765.jpg,469.9490356445313,255.0703582763672
1,1,C_M1_T1_6,img_810.jpg,485.2155456542969,223.7092742919922
1,1,C_M1_T1_6,img_855.jpg,470.59564208984375,225.00498962402344
1,1,C_M1_T1_6,img_900.jpg,523.7265625,206.26223754882807
1,1,C_M1_T1_6,img_945.jpg,523.1302490234375,235.98904418945312
1,1,C_M1_T1_6,img_990.jpg,458.3023986816406,242.26730346679688
1,1,C_M1_T1_6,img_1035.jpg,498.2848205566406,257.73052978515625
1,1,C_M1_T1_6,img_1080.jpg,495.79931640625,312.5861511230469
0,1,C_M1_T1_6,img_1125.jpg,495.7335510253906,268.8661804199219
1,1,C_M1_T1_6,img_1170.jpg,529.6763916015625,239.8009185791016
1,1,C_M1_T1_6,img_1215.jpg,520.0940551757812,244.39964294433597
1,1,C_M1_T1_6,img_1260.jpg,497.5079345703125,263.8842468261719
0,0,C_M1_T1_6,img_1305.jpg,505.1360778808594,276.5663757324219
1,1,C_M1_T1_6,img_1350.jpg,478.1468200683594,285.5319519042969
1,1,C_M1_T1_6,img_1395.jpg,546.5114135742188,214.81663513183597
1,1,C_M1_T1_6,img_1440.jpg,469.45745849609375,201.1877593994141
1,1,C_M1_T1_6,img_1485.jpg,498.9248962402344,252.81027221679688
1,1,C_M1_T1_6,img_1530.jpg,529.8564453125,227.22152709960935
0,0,C_M1_T1_6,img_1575.jpg,506.7238159179688,232.2931365966797
1,1,C_M1_T1_6,img_1620.jpg,535.2623901367188,240.73321533203125
1,1,C_M1_T1_6,img_1665.jpg,551.6513061523438,206.96702575683597
1,1,C_M1_T1_6,img_1710.jpg,580.7144165039062,225.3322296142578
0,0,C_M1_T1_6,img_1755.jpg,517.5601806640625,243.53565979003903
1,1,C_M1_T1_6,img_1800.jpg,445.1259460449219,219.2376251220703
1,1,C_M1_T1_6,img_1845.jpg,436.2457885742188,217.1782684326172
1,1,C_M1_T1_6,img_1890.jpg,476.1335754394531,265.0553894042969
1,1,C_M1_T1_6,img_1935.jpg,505.1332092285156,301.08074951171875
1,1,C_M1_T1_6,img_1980.jpg,494.04046630859375,217.47396850585935
1,1,C_M1_T1_6,img_2025.jpg,548.6087646484375,211.4367828369141
1,1,C_M1_T1_6,img_2070.jpg,536.735595703125,256.9457702636719
1,1,C_M1_T1_6,img_2115.jpg,518.5319213867188,246.22482299804688
0,0,C_M1_T1_6,img_2160.jpg,511.0016174316406,249.90301513671875
1,1,C_M1_T1_6,img_2205.jpg,570.855224609375,235.56553649902344
1,1,C_M1_T1_6,img_2250.jpg,560.0332641601562,251.4608154296875
1,1,C_M1_T1_6,img_2295.jpg,512.4479370117188,214.4832000732422
0,0,C_M1_T1_6,img_2340.jpg,489.4415893554688,212.94288635253903
0,0,C_M1_T1_6,img_2385.jpg,487.8075866699219,214.23165893554688
1,1,C_M1_T1_6,img_2430.jpg,432.4239807128906,292.3033752441406
1,1,C_M1_T1_6,img_2475.jpg,475.6583557128906,286.5444641113281
0,0,C_M1_T1_6,img_2520.jpg,486.6077575683594,200.44271850585935
1,1,C_M1_T1_6,img_2565.jpg,459.3183898925781,289.7285461425781
1,1,C_M1_T1_6,img_2610.jpg,515.085205078125,200.09262084960935
1,1,C_M1_T1_6,img_2655.jpg,475.5577697753906,194.0645294189453
1,1,C_M1_T1_6,img_2700.jpg,497.6402893066406,217.5155487060547
1,1,C_M1_T1_6,img_2745.jpg,481.7468872070313,224.2730712890625
0,0,C_M1_T1_6,img_2790.jpg,497.0979919433594,242.61322021484372
1,1,C_M1_T1_6,img_2835.jpg,456.1280517578125,251.78152465820312
1,1,C_M1_T1_6,img_2880.jpg,468.3849182128906,190.07992553710935
1,1,C_M1_T1_6,img_2925.jpg,530.8519287109375,212.55015563964844
1,1,C_M1_T1_6,img_2970.jpg,543.5401611328125,222.521728515625
0,0,R2_M1_T1_6,img_0.jpg,485.0675964355469,269.1811828613281
0,0,R2_M1_T1_6,img_45.jpg,484.4327392578125,268.2679138183594
1,1,R2_M1_T1_6,img_90.jpg,473.6697692871094,301.94012451171875
1,1,R2_M1_T1_6,img_135.jpg,485.3100280761719,219.46031188964844
1,1,R2_M1_T1_6,img_180.jpg,452.28955078125,214.5536193847656
1,1,R2_M1_T1_6,img_225.jpg,497.0109558105469,265.38360595703125
1,1,R2_M1_T1_6,img_270.jpg,494.0719604492188,279.5331115722656
1,1,R2_M1_T1_6,img_315.jpg,496.7208557128906,248.85043334960935
1,1,R2_M1_T1_6,img_360.jpg,524.5211791992188,255.25991821289065
1,1,R2_M1_T1_6,img_405.jpg,517.85302734375,292.9593505859375
1,1,R2_M1_T1_6,img_450.jpg,437.19573974609375,260.565185546875
0,1,R2_M1_T1_6,img_495.jpg,467.19769287109375,200.6187744140625
0,0,R2_M1_T1_6,img_540.jpg,477.6734924316406,209.5304718017578
1,1,R2_M1_T1_6,img_585.jpg,472.303955078125,284.6518859863281
1,1,R2_M1_T1_6,img_630.jpg,475.2282409667969,222.45358276367188
1,1,R2_M1_T1_6,img_675.jpg,471.6687316894531,228.0135803222656
1,1,R2_M1_T1_6,img_720.jpg,442.8441467285156,247.0044860839844
1,1,R2_M1_T1_6,img_765.jpg,491.1328125,217.85595703125
1,1,R2_M1_T1_6,img_810.jpg,451.3197021484375,219.2655334472656
1,1,R2_M1_T1_6,img_855.jpg,476.1345825195313,190.429443359375
1,1,R2_M1_T1_6,img_900.jpg,491.4713745117188,283.004638671875
1,1,R2_M1_T1_6,img_945.jpg,491.3953857421875,205.10829162597656
1,0,R2_M1_T1_6,img_990.jpg,496.5223388671875,276.1820983886719
1,1,R2_M1_T1_6,img_1035.jpg,497.1212463378906,217.47244262695312
1,1,R2_M1_T1_6,img_1080.jpg,471.180908203125,208.14776611328125
1,1,R2_M1_T1_6,img_1125.jpg,532.177978515625,314.4701232910156
1,1,R2_M1_T1_6,img_1170.jpg,527.5180053710938,235.2294464111328
0,0,R2_M1_T1_6,img_1215.jpg,510.3633117675781,255.72950744628903
1,1,R2_M1_T1_6,img_1260.jpg,482.5894470214844,260.0420227050781
1,1,R2_M1_T1_6,img_1305.jpg,500.9796447753906,226.884765625
1,0,R2_M1_T1_6,img_1350.jpg,495.7488708496094,272.8991394042969
1,1,R2_M1_T1_6,img_1395.jpg,496.7537231445313,260.6543273925781
1,1,R2_M1_T1_6,img_1440.jpg,457.2864379882813,229.0342254638672
1,1,R2_M1_T1_6,img_1485.jpg,503.2612609863281,285.25152587890625
1,1,R2_M1_T1_6,img_1530.jpg,513.45556640625,248.3431854248047
1,1,R2_M1_T1_6,img_1575.jpg,546.6446533203125,228.57704162597656
1,1,R2_M1_T1_6,img_1620.jpg,512.5308227539062,190.03717041015625
1,1,R2_M1_T1_6,img_1665.jpg,430.755126953125,245.6499938964844
1,1,R2_M1_T1_6,img_1710.jpg,457.34368896484375,207.7293701171875
1,1,R2_M1_T1_6,img_1755.jpg,464.5140075683594,208.09559631347656
1,0,R2_M1_T1_6,img_1800.jpg,499.8089294433594,282.3198547363281
1,1,R2_M1_T1_6,img_1845.jpg,490.01318359375,241.43939208984372
1,1,R2_M1_T1_6,img_1890.jpg,485.8771057128906,209.99522399902344
1,1,R2_M1_T1_6,img_1935.jpg,456.05908203125,212.4376373291016
1,1,R2_M1_T1_6,img_1980.jpg,492.6424560546875,197.13238525390625
1,1,R2_M1_T1_6,img_2025.jpg,511.8120422363281,244.08609008789065
1,1,R2_M1_T1_6,img_2070.jpg,533.4838256835938,287.8099670410156
1,1,R2_M1_T1_6,img_2115.jpg,533.2523803710938,228.93247985839844
1,1,R2_M1_T1_6,img_2160.jpg,525.468017578125,217.9627685546875
1,1,R2_M1_T1_6,img_2205.jpg,524.7463989257812,225.95309448242188
1,1,R2_M1_T1_6,img_2250.jpg,514.27587890625,247.48876953125
1,1,R2_M1_T1_6,img_2295.jpg,531.5057983398438,237.01214599609372
1,1,R2_M1_T1_6,img_2340.jpg,538.971435546875,189.5694580078125
1,1,R2_M1_T1_6,img_2385.jpg,477.6638488769531,288.5815734863281
1,1,R2_M1_T1_6,img_2430.jpg,500.1712036132813,259.0025329589844
1,1,R2_M1_T1_6,img_2475.jpg,513.2951049804688,291.9247131347656
1,1,R2_M1_T1_6,img_2520.jpg,516.1458740234375,292.6537475585937
1,1,R2_M1_T1_6,img_2565.jpg,434.7590942382813,294.9247131347656
1,1,R2_M1_T1_6,img_2610.jpg,484.075927734375,235.0981292724609
1,1,R2_M1_T1_6,img_2655.jpg,465.3807067871094,236.91921997070312
1,1,R2_M1_T1_6,img_2700.jpg,438.3530883789063,269.3042297363281
1,1,R2_M1_T1_6,img_2745.jpg,445.9917602539063,244.9973907470703
1,1,R2_M1_T1_6,img_2790.jpg,429.877197265625,223.2675628662109
1,1,R2_M1_T1_6,img_2835.jpg,499.2567443847656,296.7240295410156
1,1,R2_M1_T1_6,img_2880.jpg,494.1865539550781,229.568115234375
1,1,R2_M1_T1_6,img_2925.jpg,492.65435791015625,223.7314910888672
1,1,R2_M1_T1_6,img_2970.jpg,493.8280944824219,241.19224548339844
0,0,R2_M1_T1_7,img_0.jpg,485.6392517089844,239.5555419921875
0,0,R2_M1_T1_7,img_45.jpg,495.9765625,226.20883178710935
1,1,R2_M1_T1_7,img_90.jpg,496.43743896484375,221.87684631347656
1,1,R2_M1_T1_7,img_135.jpg,439.8263244628906,198.03489685058597
1,1,R2_M1_T1_7,img_180.jpg,424.18353271484375,277.6455993652344
1,1,R2_M1_T1_7,img_225.jpg,428.7029418945313,254.5155487060547
1,1,R2_M1_T1_7,img_270.jpg,467.2445068359375,251.77273559570312
1,1,R2_M1_T1_7,img_315.jpg,470.9733581542969,204.78065490722656
1,1,R2_M1_T1_7,img_360.jpg,478.7942810058594,178.3082733154297
1,1,R2_M1_T1_7,img_405.jpg,475.6259460449219,224.7926483154297
1,1,R2_M1_T1_7,img_450.jpg,472.9522399902344,171.35560607910156
1,1,R2_M1_T1_7,img_495.jpg,524.953125,214.72593688964844
1,1,R2_M1_T1_7,img_540.jpg,526.2195434570312,191.4979248046875
1,1,R2_M1_T1_7,img_585.jpg,469.4440002441406,188.3060760498047
1,1,R2_M1_T1_7,img_630.jpg,482.072998046875,208.6573638916016
1,1,R2_M1_T1_7,img_675.jpg,535.5001220703125,231.03179931640625
1,1,R2_M1_T1_7,img_720.jpg,486.7383117675781,265.7642517089844
1,1,R2_M1_T1_7,img_765.jpg,522.0319213867188,243.1937561035156
1,1,R2_M1_T1_7,img_810.jpg,476.24456787109375,232.7064514160156
1,1,R2_M1_T1_7,img_855.jpg,498.9199523925781,231.30296325683597
1,1,R2_M1_T1_7,img_900.jpg,483.19677734375,222.71417236328125
1,1,R2_M1_T1_7,img_945.jpg,479.3615417480469,212.10467529296875
1,0,R2_M1_T1_7,img_990.jpg,493.8448791503906,217.4110565185547
1,1,R2_M1_T1_7,img_1035.jpg,490.1675720214844,204.4217987060547
1,1,R2_M1_T1_7,img_1080.jpg,518.5318603515625,203.0611114501953
1,1,R2_M1_T1_7,img_1125.jpg,501.0783386230469,200.8542938232422
